Активно;Тип расчета;Параметр товарной акции;Приоритет;Дата начала действия;Дата окончания действия;Ответственный;Название;Внешний идентификатор;Описание;Значение для товарной акции;Минимальное количество товара по акции;Максимальное количество товара по акции;Минимальная сумма товара по акции;Кол-во товара;По цене товара;Товар;Подгруппа товаров;Группа товаров;Подкатегория товаров;Категории товаров;Бренд;Производитель;Мерчант
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ -Конфеты шоколадные «Mozart Kugeln» 200г Lambertz Германия;;;199,9;0,1;45;1;;;РН108046;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ -Батончик ореховый с миндалем и медом 60г Cretamel Греция;;;75,9;0,1;45;1;;;РН104377;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ -Батончик ореховый с орехами и медом 60г Cretamel Греция;;;75,9;0,1;45;1;;;РН104378;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ -Печенье имбирное со вкусом миндаля 150г Nyakers Швеция;;;119,9;0,1;45;1;;;РН112285;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ -Печенье имбирное оригинальное 150г Nyakers Швеция;;;119,9;0,1;45;1;;;РН112286;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ -Печенье имбирное со вкусом апельсина 150г Nyakers Швеция;;;119,9;0,1;45;1;;;РН115635;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Батончик шок. малин.йогурт 37г Karl Fazer Финляндия;;;59,9;0,1;45;1;;;РН102031;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Батончик шок. из мол.шок.с кус.карам.и мор.соли 37г Karl Fazer Финляндия;;;59,9;0,1;45;1;;;РН102029;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Мармелад Finlandia Jellis 260г Karl Fazer Финляндия;;;399,9;0,1;45;1;;;РН102036;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Конфеты шок. Kismet с ваф.нач. из нуги в мол.шок. 55г Karl Fazer Финляндия;;;75,9;0,1;45;1;;;РН102034;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;"Шоколад молоч. с Альп.молоч. 100г ""Ritter Sport"" Германия";;;105,9;0,1;45;1;;;РН001459;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;"Шоколад молоч. с клуб.в йогурте 100г ""Ritter Sport"" Германия";;;105,9;0,1;45;1;;;РН019704;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;"Шоколад гор. с марцип. 100г ""Ritter Sport"" Германия";;;105,9;0,1;45;1;;;РН019705;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Шоколад молочный с начинкой из кокосового крема и вафлей 100г Ritter Sport Германия;;;119,9;0,1;45;1;;;РН200564;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Шоколад молочный с йогуртовой начинкой и медовой хрустящей крошкой 100гр Ritter Sport Германия;;;119,9;0,1;45;1;;;РН200562;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Шоколад белый с начинкой из крема манго-маракуйя с хрустящей крошкой 100г Ritter Sport Германия;;;119,9;0,1;45;1;;;РН200561;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Кофе Паулиг Арабика 1кг зерно;;;859,9;0,1;45;1;;;РН001355;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ -кофе натуральный жареный в зернах Интенсо 1кг Romeo Rossi Италия;;;699,9;0,1;45;1;;;РН111260;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Гречишный чайный напиток рассыпной 100г Nature's own Factory Россия;;;529,9;0,1;45;1;;;РН110966;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Кофе Росса мол. 250г в/у Lavazza Италия;;;335,9;0,1;45;1;;;РН001351;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Чай зеленый с мелиссой 25пак Гринфилд Россия;;;79,9;0,1;45;1;;;РН001429;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ -Кофе растворимый сублимированный ароматизированный Швейцарский шоколад ст/б 50г Little`s Великоб;;;319,9;0,1;45;1;;;РН113181;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Чай Спринг Мелоди мята 25пак Гринфилд;;;79,9;0,1;45;1;;;РН001434;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;"Кофе Монарх 150г пакет ""Якобс"" Россия";;;319,9;0,1;45;1;;;РН019504;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ -Кофе растворимый сублимированный ароматизированный Гавайский Ром ст/б 50г Little`s Великобритани;;;319,9;0,1;45;1;;;РН113182;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Кофе раств. сублим. Арабика с/б 95 гр. Моск. кофейня на паяхъ Россия;;;329,9;0,1;45;1;;;РН032643;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Чай черн. Christmas Mystery 25пак х 1.5г Greenfield Россия;;;79,9;0,1;45;1;;;РН020453;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Кофе зерновой 200г STARBUCKS Medium Pike Place Португалия;;;449,9;0,1;45;1;;;РН115520;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Чай Самма Букет мал. 25пак. Гринфилд;;;79,9;0,1;45;1;;;РН001427;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Кофе молотый 200г STARBUCKS Medium House Португалия;;;449,9;0,1;45;1;;;РН115519;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Чай Плэжа 100пак 150г Тесс Россия;;;225,9;0,1;45;1;;;РН117584;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Фиточай Стопстресс RELAX 60г BIOPRACTIKA Россия;;;169,9;0,1;45;1;;;РН109090;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Кофе зерновой 200г STARBUCKS Dark Espresso Португалия;;;449,9;0,1;45;1;;;РН115518;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Кофе зерновой 200г STARBUCKS Blonde Espresso Португалия;;;449,9;0,1;45;1;;;РН115516;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ -Чай зел. аром.жасмина 40г пак. д/раз.заварки BioTea Китай;;;489,9;0,1;45;1;;;РН107316;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Кофе молотый 200г STARBUCKS Blonde Veranda Португалия;;;449,9;0,1;45;1;;;РН115517;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ -Кофе растворимый сублимированный декофеинированный Brazil Decaf ст/б 50г Little`s Великобритания;;;319,9;0,1;45;1;;;РН113183;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Чай пак. черн. с доб. Строуберри Гурмэ 1.5гх25п Greenfield Россия;;;79,9;0,1;45;1;;;РН072497;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Кофе зерн. 230г пак. Carte Noire Россия;;;359,9;0,1;45;1;;;РН093251;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Чай Квинс Джинджер 25пак 50г Гринфилд Россия;;;79,9;0,1;45;1;;;РН117583;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ -Чай зел. лист. Superior Jasmine с ар. жасмина 70г BioTea Китай;;;489,9;0,1;45;1;;;РН107312;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Фиточай Очищение DETOX 60г BIOPRACTIKA Россия;;;169,9;0,1;45;1;;;РН109088;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ -Чай Английский завтрак черн. 50г Teapigs LTD Великобритания;;;369,9;0,1;45;1;;;РН106927;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ -Чай Серебряные Иглы бел. 37.5г Teapigs LTD Великобритания;;;489,9;0,1;45;1;;;РН106929;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ - Кофе в зернах BAR ITALIA GRAN GUSTO 500г SAQUELLA Италия;;;579,9;0,1;45;1;;;РН050034;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ -Чай Попкорн зел. 37.5г Teapigs LTD Великобритания;;;489,9;0,1;45;1;;;РН106928;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ -Чай зел. лист. с кус.клубники 55г BioTea Китай;;;339,9;0,1;45;1;;;РН107314;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ -Чай черн. с шок. 37.5 г Teapigs LTD Великобритания;;;369,9;0,1;45;1;;;РН106926;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ -Чай бел. лист. Bai Mu Dan с имбирем Дзен 20г BioTea Китай;;;259,9;0,1;45;1;;;РН107310;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ - Кофе жареный в зернах Супрема 250г Drago Mocambo Германия;;;219,9;0,1;45;1;;;РН118192;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ- Молотый кофе – смесь арабики и робусты 250г HANCOFFEE Вьетнам;;;269,9;0,1;45;1;;;РН116542;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Вода пит. б/газ 0.5л ПЭТ Acqua Panna Италия;;;95,9;0,1;45;1;;;РН093477;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Вода мин. газ. 0.5л пэт Perrier Франция;;;59,9;0,1;45;1;;;РН098393;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Напиток S.Pellegrino Красный Апельсин б/алк газ 0.33л ж/б Италия;;;79,9;0,1;45;1;;;РН109547;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Напиток S.Pellegrino Померанец б/алк газ 0.33л ж/б Италия;;;79,9;0,1;45;1;;;РН109548;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Напиток безалкогольный газированный S.Pellegrino Апельсин 300мл ж/б Италия;;;79,9;0,1;45;1;;;РН200308;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Напиток безалкогольный газированный S.Pellegrino Гранат Апельсин 330мл ж/б Италия;;;79,9;0,1;45;1;;;РН200311;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Вода мин. газ. 0.5л пэт Архыз Россия;;;39,9;0,1;45;1;;;РН013394;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Вода мин. негаз. 0.5л пэт Архыз Россия;;;39,9;0,1;45;1;;;РН013395;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Вода минеральная 0.33л ст/б Borjomi Грузия;;;69,9;0,1;45;1;;;РН054643;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Вода негаз. 0.33л Святой Источник Россия;;;17,9;0,1;45;1;;;РН046976;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Вода Сенежская малина 0.4л Россия;;;29,9;0,1;45;1;;;РН117838;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Вода Сенежская Лимон и мята 0.4л Россия;;;29,9;0,1;45;1;;;РН117839;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Лимонад Старые добрые традиции Оригинальный 1л ПЭТ Россия;;;34,9;0,1;45;1;;;РН117840;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Лимонад Старые добрые традиции Дюшес 1л ПЭТ Россия;;;34,9;0,1;45;1;;;РН117841;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Напиток Кока-Кола 0.9л ПЭТ Россия;;;55,9;0,1;45;1;;;РН100644;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Напиток Фанта апельсин 0.9л ПЭТ Россия;;;55,9;0,1;45;1;;;РН100649;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Напиток Спрайт 0.9л ПЭТ Россия;;;55,9;0,1;45;1;;;РН100646;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Напиток Кока-Кола Zero 0.9л ПЭТ Россия;;;55,9;0,1;45;1;;;РН100645;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Напиток газ Кока-Кола Ванила 0.9л ПЭТ Россия;;;55,9;0,1;45;1;;;РН113863;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Напиток Кока-Кола Апельсин Зеро газированный 0.9л ПЭТ Россия;;;55,9;0,1;45;1;;;РН200793;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Напиток Фанта цитрус 0.9л ПЭТ Россия;;;55,9;0,1;45;1;;;РН100650;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Напиток Спрайт Ледяная Свежесть газированный 0.9л ПЭТ Россия;;;55,9;0,1;45;1;;;РН200799;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Чай черн. хол. Лимон-Лемонграсс 1.5л пэт Fuze Tea Россия;;;119,9;0,1;45;1;;;РН110058;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Чай черн. хол. Лесн.ягоды-Гибискус 1.5л пэт Fuze Tea Россия;;;119,9;0,1;45;1;;;РН110057;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Напиток энергетический Блэк монстр 0.449л ж/б Россия;;;69,9;0,1;45;1;;;РН200808;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Напиток энергетический Монстер Доктор 0.449л ж/б Россия;;;69,9;0,1;45;1;;;РН200810;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Напиток энергетический Блэк Монстр Ультра 0.449л ж/б Россия;;;69,9;0,1;45;1;;;РН200809;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Сок Добрый яблоко 2л ПЭТ Россия;;;129,9;0,1;45;1;;;РН011512;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Нектар мультифрукт 2л Добрый Россия;;;129,9;0,1;45;1;;;РН009511;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Нектар Добрый апельсин 2л Россия;;;129,9;0,1;45;1;;;РН009510;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Сок Добрый томат 2л Россия;;;129,9;0,1;45;1;;;РН009513;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Нектар с мякотью персик/яблоко 2л Добрый Россия;;;129,9;0,1;45;1;;;РН009514;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Нектар Деревенские яблочки 2л Добрый Россия;;;129,9;0,1;45;1;;;РН056693;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Напиток сокосод. Pulpy апельсин с мяк. 0.45л Добрый Россия;;;54,9;0,1;45;1;;;РН066780;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Напиток сокосод. Pulpy ананас/манго 0.45л Добрый Россия;;;54,9;0,1;45;1;;;РН101562;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Напиток сокосод. Pulpy Алоэ 0.45л Добрый Россия;;;54,9;0,1;45;1;;;РН113864;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Напиток сокосод. Pulpy Тропический 0.45л Добрый Россия;;;54,9;0,1;45;1;;;РН080406;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Напиток сокосод. Pulpy Кокос 0.45л Добрый Россия;;;54,9;0,1;45;1;;;РН113865;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Напиток сокосодержащий Pulpy Сакура 0.45л Россия;;;54,9;0,1;45;1;;;РН200792;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Вода Набеглави Грейпфрут газ.ж/б 0.33л Грузия;;;49,9;0,1;45;1;;;РН111855;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Вода Набеглави Лайм газ.ж/б 0.33л Грузия;;;49,9;0,1;45;1;;;РН111856;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Вода Набеглави минеральная леч.-стол.газ.пэт 1л Грузия;;;79,9;0,1;45;1;;;РН080313;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Вода питьевая артезиан.негазир. ПЭТ 2л Nestle Pure Life Россия;;;54,9;0,1;45;1;;;РН056647;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Напиток энергетический Gorilla California 0.45л ж/б Россия;;;59,9;0,1;45;1;;;РН117535;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Напиток энергетический Gorilla Mint 0.45л ж/б Россия;;;59,9;0,1;45;1;;;РН117534;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Вода мин. нат. газ Нарзан 0.5л ст/б Кисловодск Россия;;;44,9;0,1;45;1;;;РН011804;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Квас Очаковский 2л ПЭТ Россия;;;64,9;0,1;45;1;;;РН014734;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Квас Домашний Бородинский 1л ПЭТ Семейный секрет Россия;;;55,9;0,1;45;1;;;РН087531;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Квас Семейный секрет. Смородина - мята 1,0л ПЭТ Россия;;;55,9;0,1;45;1;;;РН201071;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Квас Окрошечный с хреном 1л Семейный секрет Россия;;;55,9;0,1;45;1;;;РН087530;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Нектар J7 вишня 0.97л Россия;;;135,9;0,1;45;1;;;РН013559;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Сок J7 апельсин 0.97л Россия;;;135,9;0,1;45;1;;;РН013558;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Нектар J7 из красных сицилийских апельсинов 0.97л Россия;;;135,9;0,1;45;1;;;РН013595;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Морс Ягодный сбор 0.97л Чудо-Ягода Россия;;;189,9;0,1;45;1;;;РН014908;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Морс клюква 0.97л Чудо Ягода Россия;;;189,9;0,1;45;1;;;РН013556;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Сок Фруктовый сад яблочный осветленный 0.95л Россия;;;89,9;0,1;45;1;;;РН107408;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Нектар из яблок черноплодной рябины и черники 0.95л Фруктовый Сад  Россия;;;89,9;0,1;45;1;;;РН200470;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Нектар виноградно-яблочный осветл. с экстрактом мяты 0.95л Фруктовый Сад Россия;;;89,9;0,1;45;1;;;РН200471;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Напиток энерг. б/алк газ Адреналин раш 0.25л ж/б Россия;;;79,9;0,1;45;1;;;РН015982;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Напиток энерг. б/алк газ Игровая энергия 0.25л ж/б Адреналин Россия;;;79,9;0,1;45;1;;;РН091373;;;;;;;
